Year;Road Name;From Street;To Street;length_(m);PCI Rating;Geom;geo_point_2d
2021;GEORGIA ST;DENMAN ST;SB STOP BAR AT THURLOW ST;5;VERY POOR;"{""coordinates"": [[-123.13383285298086, 49.29252784114597], [-123.13378397018164, 49.29249620959162]], ""type"": ""LineString""}";49.292512025368794, -123.13380841158124
2021;HASTINGS ST;CLARK DR;COMMERCIAL DR;50;VERY POOR;"{""coordinates"": [[-123.07468290032365, 49.28114418011348], [-123.07399559365989, 49.28113424095261]], ""type"": ""LineString""}";49.281139210533034, -123.07433924699177
2021;HOWE ST;SMITHE ST;NELSON ST;50;GOOD;"{""coordinates"": [[-123.12316613285434, 49.28068971177447], [-123.12365107907371, 49.28037092458353]], ""type"": ""LineString""}";49.280530318179004, -123.123408605964
2021;KNIGHT ST;NB CURB LANE STOP BAR AT KINGSWAY AVE;CLARKE DR (E 14AVE);19;FAIR;"{""coordinates"": [[-123.07573693074191, 49.25081502470105], [-123.07573269331512, 49.250985911562346]], ""type"": ""LineString""}";49.2509004681317, -123.07573481202851
2021;GEORGIA ST VIADUCT;GEORGIA ST (W END OF VIADUCT BR DECK);MAIN ST;28;GOOD;"{""coordinates"": [[-123.10310510457344, 49.27694272528015], [-123.10272573291563, 49.27690086226271]], ""type"": ""LineString""}";49.27692179377143, -123.10291541874454
2021;KNIGHT ST;41ST AVE;33RD AVE;50;GOOD;"{""coordinates"": [[-123.07645070775826, 49.238216759785], [-123.0763439316782, 49.238660996668415]], ""type"": ""LineString""}";49.2384388782267, -123.07639731971823
2021;GRANVILLE ST BRIDGE;W 6TH AVE;N END OF GRANVILLE ST BR DECK (DRAKE ST);50;VERY GOOD;"{""coordinates"": [[-123.13707210751969, 49.269686568216656], [-123.13658467802198, 49.27000362797227]], ""type"": ""LineString""}";49.269845098094464, -123.13682839277082
2021;KNIGHT ST BRIDGE OFF-RAMP;START OF PAINTED GORE ON NB KNIGHT ST;END OF PAINTED GORE ON EB SE MARINE DR;50;VERY GOOD;"{""coordinates"": [[-123.0767433272337, 49.209547506343355], [-123.07647726545868, 49.209695635529165], [-123.07623959087725, 49.20976777834952]], ""type"": ""LineString""}";49.209671047929035, -123.07649714824123
2021;KINGSWAY AVE;EB STOP BAR AT BROADWAY AVE;EB STOP BAR AT 12TH AVE;13;POOR;"{""coordinates"": [[-123.09980493783847, 49.26290130132585], [-123.09971453131827, 49.2628004378714]], ""type"": ""LineString""}";49.26285086959862, -123.09975973457837
2021;GRANVILLE ST BRIDGE OFF-RAMP;START OF PAINTED GORE ON SB GRANVILLE-FIR RAMP;WB STOP BAR NE OF 4TH AVE;50;GOOD;"{""coordinates"": [[-123.13949295827211, 49.268742124608714], [-123.14006481638897, 49.26849559399335]], ""type"": ""LineString""}";49.26861885930103, -123.13977888733056
2021;KINGSWAY AVE;EB STOP BAR AT 33RD AVE;EB STOP BAR AT EARLES ST;47;FAIR;"{""coordinates"": [[-123.05424091909596, 49.23991717460865], [-123.05371554879767, 49.23967140922029]], ""type"": ""LineString""}";49.23979429191447, -123.05397823394684
2021;GRANVILLE ST;NB STOP BAR AT 70TH AVE;NB STOP BAR AT 59TH AVE/ PARK DR;40;VERY POOR;"{""coordinates"": [[-123.14023088716033, 49.20849320763793], [-123.1401907110974, 49.20885160911421]], ""type"": ""LineString""}";49.208672408376074, -123.14021079912888
2021;GEORGIA ST;RICHARDS ST;HOMER ST;17;GOOD;"{""coordinates"": [[-123.11624288062546, 49.28107499083687], [-123.11607669680424, 49.280967455916645]], ""type"": ""LineString""}";49.281021223376754, -123.11615978871485
2021;KNIGHT ST;N END OF SE MARINE DR OVERPASS BR DECK;NB STOP BAR AT 49TH AVE;50;FAIR;"{""coordinates"": [[-123.07710089364099, 49.222056579151115], [-123.07708424671705, 49.222506209815485]], ""type"": ""LineString""}";49.2222813944833, -123.07709257017902
2021;GRANVILLE ST;NB STOP BAR AT KING EDWARD AVE;NB STOP BAR AT 16TH AVE;50;VERY POOR;"{""coordinates"": [[-123.13854259943597, 49.256073001007366], [-123.13852625630179, 49.25652263403248]], ""type"": ""LineString""}";49.25629781751992, -123.13853442786888
2021;GRANVILLE ST;SW MARINE DR (MILTON ST);NB STOP BAR AT 70TH AVE;15;POOR;"{""coordinates"": [[-123.14026460662089, 49.20782885340947], [-123.14026044661324, 49.207963755500366]], ""type"": ""LineString""}";49.20789630445492, -123.14026252661706
2021;KINGSWAY AVE;NANAIMO ST;EB STOP BAR AT 33RD AVE;50;VERY GOOD;"{""coordinates"": [[-123.05766058475527, 49.24146656230055], [-123.05709571262935, 49.24121063864967]], ""type"": ""LineString""}";49.24133860047511, -123.0573781486923
2021;HASTINGS ST;COMMERCIAL DR;VICTORIA DR;43;VERY POOR;"{""coordinates"": [[-123.06712254474762, 49.281034626286655], [-123.06653146305642, 49.28102604041367]], ""type"": ""LineString""}";49.28103033335016, -123.06682700390202
2021;GRANDVIEW HWY;NANAIMO ST;RENFREW ST;50;VERY GOOD;"{""coordinates"": [[-123.04905425717823, 49.25781705418256], [-123.04838889784452, 49.257928426543785]], ""type"": ""LineString""}";49.25787274036317, -123.04872157751137
2021;HOWE ST;SMITHE ST;NELSON ST;10;VERY GOOD;"{""coordinates"": [[-123.12258419023576, 49.28107225243978], [-123.12268118037886, 49.281008495118435]], ""type"": ""LineString""}";49.281040373779106, -123.12263268530731
2021;KNIGHT ST;KING EDWARD AVE;NB CURB LANE STOP BAR AT KINGSWAY AVE;19;GOOD;"{""coordinates"": [[-123.07580600860763, 49.24901662137411], [-123.075801162845, 49.249187500594914]], ""type"": ""LineString""}";49.24910206098452, -123.07580358572632
2021;GEORGIA ST VIADUCT;GEORGIA ST (W END OF VIADUCT BR DECK);MAIN ST;50;GOOD;"{""coordinates"": [[-123.10941896668322, 49.27722020424037], [-123.10875553105578, 49.27711038049838]], ""type"": ""LineString""}";49.277165292369375, -123.1090872488695
2021;GRANVILLE ST;NB STOP BAR AT KING EDWARD AVE;NB STOP BAR AT 16TH AVE;50;VERY GOOD;"{""coordinates"": [[-123.13857528621332, 49.25517373484388], [-123.13855894365594, 49.2556233679434]], ""type"": ""LineString""}";49.25539855139364, -123.13856711493463
2021;HASTINGS ST;RENFREW ST;EB STOP BAR AT CASSIAR CONNECTOR/ HWY 1;50;FAIR;"{""coordinates"": [[-123.04236767633867, 49.2809718446999], [-123.04168020448738, 49.2809722674279]], ""type"": ""LineString""}";49.2809720560639, -123.04202394041303
2021;KINGSWAY AVE;EB STOP BAR AT RUPERT ST;JOYCE ST;10;VERY POOR;"{""coordinates"": [[-123.0426030636096, 49.23580276403109], [-123.04246677017056, 49.23579153147421]], ""type"": ""LineString""}";49.23579714775265, -123.04253491689008
2021;HASTINGS ST;EB STOP BAR AT CAMBIE ST;EB STOP BAR AT CARRALL ST;50;FAIR;"{""coordinates"": [[-123.10883103950273, 49.28215763500574], [-123.10817022610432, 49.2820335688451]], ""type"": ""LineString""}";49.28209560192541, -123.10850063280353
2021;GRANVILLE ST;NB STOP BAR AT 59TH AVE/ PARK DR;49TH AVE;50;FAIR;"{""coordinates"": [[-123.13985706096517, 49.219202391732665], [-123.1398398128647, 49.21965201273833]], ""type"": ""LineString""}";49.21942720223549, -123.13984843691495
2021;KINGSWAY AVE;EB STOP BAR AT 12TH AVE;EB STOP BAR AT FRASER ST;50;GOOD;"{""coordinates"": [[-123.09367700150925, 49.25789058049039], [-123.09314337070043, 49.25760731904549]], ""type"": ""LineString""}";49.257748949767944, -123.09341018610483
2021;GRANVILLE ST BRIDGE OFF-RAMP;START OF PAINTED GORE ON SB GRANVILLE ST BR;END OF BR DECK S OF W 7TH AVE;50;VERY GOOD;"{""coordinates"": [[-123.14052453734213, 49.267223274482106], [-123.14063678345877, 49.26677955389938]], ""type"": ""LineString""}";49.267001414190744, -123.14058066040045
2021;HASTINGS ST;CLARK DR;COMMERCIAL DR;12;VERY POOR;"{""coordinates"": [[-123.07055906717194, 49.28108448472199], [-123.07039411404948, 49.28108209366514]], ""type"": ""LineString""}";49.28108328919355, -123.07047659061072
2021;HOWE ST;DAVIE ST;N END OF HOWE ST RAMP BR DECK;27;GOOD;"{""coordinates"": [[-123.12898479677291, 49.276858696654465], [-123.12924110660288, 49.27668301761322]], ""type"": ""LineString""}";49.27677085713384, -123.12911295168789
2021;KNIGHT ST;NB CURB LANE STOP BAR AT KINGSWAY AVE;CLARKE DR (E 14AVE);50;GOOD;"{""coordinates"": [[-123.07558718750218, 49.256210568555964], [-123.07557341547698, 49.25666023852233]], ""type"": ""LineString""}";49.25643540353914, -123.07558030148958
2021;GRANVILLE ST;NB STOP BAR AT 59TH AVE/ PARK DR;49TH AVE;21;VERY POOR;"{""coordinates"": [[-123.1399347514598, 49.217214927549186], [-123.13992724733211, 49.21740376375999]], ""type"": ""LineString""}";49.21730934565459, -123.13993099939596
2021;GRANVILLE ST;NB STOP BAR AT 59TH AVE/ PARK DR;49TH AVE;50;FAIR;"{""coordinates"": [[-123.13959008383398, 49.22594634401553], [-123.13957198501942, 49.2263959501884]], ""type"": ""LineString""}";49.226171147101965, -123.13958103442671
2021;KINGSWAY AVE;EB STOP BAR AT KING EDWARD AVE;EB STOP BAR AT VICTORIA DR;50;FAIR;"{""coordinates"": [[-123.06603659908201, 49.245397681940815], [-123.06547545782283, 49.24513822348668]], ""type"": ""LineString""}";49.245267952713746, -123.06575602845244
2021;GRANVILLE ST;41ST AVE;NB STOP BAR AT KING EDWARD AVE;50;POOR;"{""coordinates"": [[-123.13906976351855, 49.2412351398268], [-123.13905430496924, 49.24168478741732]], ""type"": ""LineString""}";49.24145996362206, -123.13906203424389
2021;KINGSWAY AVE;JOYCE ST;EB STOP BAR AT TYNE ST;50;GOOD;"{""coordinates"": [[-123.0329050084465, 49.23241959867289], [-123.03234962835077, 49.23215553796696]], ""type"": ""LineString""}";49.232287568319926, -123.03262731839865
2021;GRANDVIEW HWY;NANAIMO ST;RENFREW ST;50;FAIR;"{""coordinates"": [[-123.05041029532676, 49.25762959492557], [-123.04973795389485, 49.25772246055988]], ""type"": ""LineString""}";49.257676027742725, -123.0500741246108
2021;KINGSWAY AVE;EB STOP BAR AT RUPERT ST;JOYCE ST;50;GOOD;"{""coordinates"": [[-123.03782973432747, 49.23484014231656], [-123.03724713287771, 49.23460194763038]], ""type"": ""LineString""}";49.23472104497347, -123.03753843360259
2021;KNIGHT ST;N END OF SE MARINE DR OVERPASS BR DECK;NB STOP BAR AT 49TH AVE;35;VERY POOR;"{""coordinates"": [[-123.07682294935556, 49.21175648740095], [-123.07681521266787, 49.21207127447692]], ""type"": ""LineString""}";49.21191388093894, -123.07681908101169
2021;GRANVILLE ST;NB STOP BAR AT 59TH AVE/ PARK DR;49TH AVE;50;POOR;"{""coordinates"": [[-123.1396624772671, 49.22414791894534], [-123.13964437973193, 49.22459752526904]], ""type"": ""LineString""}";49.22437272210719, -123.13965342849951
2021;GEORGIA ST VIADUCT;GEORGIA ST (W END OF VIADUCT BR DECK);MAIN ST;7;NO DATA;"{""coordinates"": [[-123.09999375815879, 49.27661507101391], [-123.09989800138369, 49.27660878884718]], ""type"": ""LineString""}";49.27661192993054, -123.09994587977125
2021;HASTINGS ST;EB STOP BAR AT COLUMBIA ST;MAIN ST;50;VERY POOR;"{""coordinates"": [[-123.10206853679263, 49.28125514583366], [-123.10138140266419, 49.28124095637706]], ""type"": ""LineString""}";49.281248051105365, -123.10172496972841
2021;KINGSWAY AVE;EB STOP BAR AT EARLES ST;EB STOP BAR AT RUPERT ST;50;VERY GOOD;"{""coordinates"": [[-123.04867720461237, 49.237316709207306], [-123.04810684058724, 49.2370663369885]], ""type"": ""LineString""}";49.237191523097906, -123.04839202259981
2021;NELSON ST;SEYMOUR ST;RICHARDS ST;49;NO DATA;"{""coordinates"": [[-123.12133513347855, 49.27845244866616], [-123.12180908868157, 49.27876568760806]], ""type"": ""LineString""}";49.27860906813711, -123.12157211108008
2021;SMITHE ST;RICHARDS ST;SEYMOUR ST;14;GOOD;"{""coordinates"": [[-123.11952048619395, 49.27939254736124], [-123.11965963045357, 49.279479563965936]], ""type"": ""LineString""}";49.27943605566359, -123.11959005832375
2021;SW MARINE DR;MARINE CRES;62ND AVE;50;VERY GOOD;"{""coordinates"": [[-123.15743903567707, 49.21786881509854], [-123.1570609428285, 49.21749339094703]], ""type"": ""LineString""}";49.217681103022784, -123.15724998925278
2021;POWELL ST;;;50;NO DATA;"{""coordinates"": [[-123.07177800284923, 49.283807564798195], [-123.07244361870666, 49.28369496252077]], ""type"": ""LineString""}";49.28375126365948, -123.07211081077794
2021;SE MARINE DR;FRASER ST;W FACE OF KNIGHT ST OVERPASS BR;50;VERY GOOD;"{""coordinates"": [[-123.08506157734595, 49.210942197146], [-123.08437520160895, 49.210950297980645]], ""type"": ""LineString""}";49.21094624756332, -123.08471838947746
2021;SW MARINE DR;EB STOP BAR AT CAMBIE ST;ONTARIO ST;50;GOOD;"{""coordinates"": [[-123.11317825080536, 49.211188304358], [-123.11251815945526, 49.211311860864306]], ""type"": ""LineString""}";49.21125008261115, -123.11284820513032
2021;SW MARINE DR;MARINE CRES;62ND AVE;14;VERY GOOD;"{""coordinates"": [[-123.1642815769052, 49.22416489636225], [-123.16414237036902, 49.224078074000474]], ""type"": ""LineString""}";49.22412148518136, -123.16421197363711
2021;SE MARINE DR;EB STOP BAR AT KERR ST;MARINE WAY;50;FAIR;"{""coordinates"": [[-123.04188716275642, 49.20797422338673], [-123.04120363307905, 49.20801396486305]], ""type"": ""LineString""}";49.207994094124885, -123.04154539791774
2021;SW MARINE DR;EB STOP BAR AT OAK ST (INTERSECTION);WB STOP BAR AT 70TH AVE;6;FAIR;"{""coordinates"": [[-123.1304030639641, 49.20439383089184], [-123.13033349948776, 49.20442273304739]], ""type"": ""LineString""}";49.20440828196961, -123.13036828172592
2021;SMITHE ST;BEATTY ST;CAMBIE ST;33;VERY GOOD;"{""coordinates"": [[-123.11591146527394, 49.277053040770944], [-123.1162305079183, 49.27726409004914]], ""type"": ""LineString""}";49.27715856541004, -123.11607098659613
2021;SW MARINE DR;EB STOP BAR AT CAMBIE ST;ONTARIO ST;14;VERY POOR;"{""coordinates"": [[-123.11709302412459, 49.20993289209502], [-123.1169286284954, 49.20999814945073]], ""type"": ""LineString""}";49.209965520772876, -123.11701082631001
2021;NANAIMO ST;GRANDVIEW HWY;BROADWAY AVE;42;VERY POOR;"{""coordinates"": [[-123.05630185805913, 49.26091225627911], [-123.05630318532803, 49.26129005437957]], ""type"": ""LineString""}";49.26110115532934, -123.05630252169357
2021;SW MARINE DR;62ND AVE;EB STOP BAR AT CORNISH ST;50;VERY GOOD;"{""coordinates"": [[-123.1525202040036, 49.21299027024376], [-123.15214298646173, 49.212614484026076]], ""type"": ""LineString""}";49.21280237713492, -123.15233159523265
2021;SE MARINE DR;MAIN ST;FRASER ST;50;POOR;"{""coordinates"": [[-123.09193323241723, 49.210867160439115], [-123.09124677688523, 49.21086207280032]], ""type"": ""LineString""}";49.21086461661971, -123.09159000465124
2021;MCGILL ST;RENFREW ST;MCGILL INTERCHANGE OVERHEAD SIGN BRIDGE;50;FAIR;"{""coordinates"": [[-123.03861114579374, 49.288338924285085], [-123.03797844052754, 49.2881628673975]], ""type"": ""LineString""}";49.2882508958413, -123.03829479316065
2021;SW MARINE DR;EB STOP BAR AT BLENHEIM ST;MACDONALD ST;32;VERY GOOD;"{""coordinates"": [[-123.17129055420853, 49.22710739676122], [-123.1709329255258, 49.226940131492285]], ""type"": ""LineString""}";49.227023764126756, -123.17111173986717
2021;NELSON ST;BEATTY ST;CAMBIE ST BRIDGE ON-RAMP;3;NO DATA;"{""coordinates"": [[-123.11692331140077, 49.275613506589366], [-123.11695213975442, 49.275632805374045]], ""type"": ""LineString""}";49.275623155981705, -123.1169377255776
2021;SEYMOUR ST;NB STOP BAR AT GEORGIA ST;NB STOP BAR AT DUNSMUIR ST;50;GOOD;"{""coordinates"": [[-123.11645633696338, 49.28203603214913], [-123.1159720082862, 49.28235523187862]], ""type"": ""LineString""}";49.282195632013874, -123.11621417262478
2021;KNIGHT ST BRIDGE ON-RAMP;SE MARINE DR;KNIGHT ST BRIDGE;50;VERY GOOD;"{""coordinates"": [[-123.07593549914822, 49.21044300580732], [-123.07612123641331, 49.210289760360716], [-123.07632329489651, 49.210248256794266]], ""type"": ""LineString""}";49.210321454989305, -123.07611783125908
2021;OAK ST;NB STOP BAR AT 41ST AVE;KING EDWARD AVE;9;VERY POOR;"{""coordinates"": [[-123.12725805835895, 49.24859689936592], [-123.12725367285357, 49.24867780280096]], ""type"": ""LineString""}";49.248637351083445, -123.12725586560624
2021;SE MARINE DR;EB STOP BAR AT ELLIOT ST;EB STOP BAR AT KERR ST;15;VERY GOOD;"{""coordinates"": [[-123.04322068337582, 49.20783264455765], [-123.04301766533372, 49.20785528503364]], ""type"": ""LineString""}";49.20784396479564, -123.04311917435477
2021;OAK ST;NB STOP BAR AT 41ST AVE;KING EDWARD AVE;50;FAIR;"{""coordinates"": [[-123.12761013159117, 49.238707066978534], [-123.12759420017854, 49.239156705629505]], ""type"": ""LineString""}";49.238931886304016, -123.12760216588485
2021;NELSON ST;HOWE ST;GRANVILLEST;50;NO DATA;"{""coordinates"": [[-123.12326393541645, 49.2797338875163], [-123.1237460648224, 49.28005448667798]], ""type"": ""LineString""}";49.27989418709714, -123.12350500011942
2021;SMITHE ST;START OF PAINTED GORE S OF EXPO BLVD;BEATTY ST;42;VERY POOR;"{""coordinates"": [[-123.11445258720497, 49.27594732882171], [-123.11476040729727, 49.276264299041216]], ""type"": ""LineString""}";49.276105813931466, -123.11460649725112
2021;SE MARINE DR;EB STOP BAR AT VICTORIA DR;EB STOP BAR AT ELLIOT ST;50;POOR;"{""coordinates"": [[-123.06333777872102, 49.20856705273189], [-123.06272680053372, 49.20836203534813]], ""type"": ""LineString""}";49.20846454404001, -123.06303228962737
2021;SW MARINE DR;EB STOP BAR AT OAK ST (INTERSECTION);WB STOP BAR AT 70TH AVE;17;GOOD;"{""coordinates"": [[-123.12915757503457, 49.20490025340894], [-123.12895907324288, 49.204980673689946]], ""type"": ""LineString""}";49.20494046354944, -123.12905832413873
2021;SW MARINE DR;41ST AVE;EB STOP BAR AT DUNBAR ST;50;VERY GOOD;"{""coordinates"": [[-123.19485534098162, 49.23395923363367], [-123.1942593896033, 49.23373566350092]], ""type"": ""LineString""}";49.23384744856729, -123.19455736529248
2021;SW MARINE DR;62ND AVE;EB STOP BAR AT CORNISH ST;41;VERY GOOD;"{""coordinates"": [[-123.1440382331537, 49.208420696267], [-123.14347540238744, 49.20841594650352]], ""type"": ""LineString""}";49.20841832138526, -123.14375681777055
2021;MCGILL ST;NANAIMO ST;RENFREW ST;50;FAIR;"{""coordinates"": [[-123.04941417121493, 49.28855756323925], [-123.04872659462727, 49.288557281323556]], ""type"": ""LineString""}";49.2885574222814, -123.04907038292112
2021;TERMINAL AVE;MAIN ST;CLARK DR;50;FAIR;"{""coordinates"": [[-123.09939209840243, 49.27252278472097], [-123.09872483802195, 49.27241483157704]], ""type"": ""LineString""}";49.27246880814899, -123.09905846821218
2021;SE MARINE DR;EB STOP BAR AT ELLIOT ST;EB STOP BAR AT KERR ST;50;VERY GOOD;"{""coordinates"": [[-123.05347627267456, 49.20712273409544], [-123.05279324998644, 49.20716761007755]], ""type"": ""LineString""}";49.2071451720865, -123.0531347613305
2021;MCGILL ST;NANAIMO ST;RENFREW ST;50;VERY GOOD;"{""coordinates"": [[-123.04735144146599, 49.28855670431911], [-123.04666386351754, 49.288556409230914]], ""type"": ""LineString""}";49.28855655677501, -123.04700765249177
2021;CAMBIE ST BRIDGE ON-RAMP;NW END OF NELSON ST RAMP BR DECK;INTERSECTION OF NELSON AND CAMBIE BR DECKS;38;NO DATA;"{""coordinates"": [[-123.11510003021459, 49.27352567826887], [-123.11499775653067, 49.27319092601684]], ""type"": ""LineString""}";49.27335830214285, -123.11504889337263
2021;SMITHE ST;HOMER ST;RICHARDS ST;41;FAIR;"{""coordinates"": [[-123.11825827665376, 49.27860317670231], [-123.1186657573604, 49.278858014357674]], ""type"": ""LineString""}";49.27873059552999, -123.11846201700709
2021;SE MARINE DR;EB STOP BAR AT VICTORIA DR;EB STOP BAR AT ELLIOT ST;42;VERY POOR;"{""coordinates"": [[-123.05760261622576, 49.20689831529846], [-123.05702650165279, 49.206902425068]], ""type"": ""LineString""}";49.206900370183234, -123.0573145589393
2021;OAK ST;49TH AVE;NB STOP BAR AT 41ST AVE;50;FAIR;"{""coordinates"": [[-123.12788341962852, 49.23061565048762], [-123.12786845881078, 49.23106530582715]], ""type"": ""LineString""}";49.23084047815739, -123.12787593921965
2021;SW MARINE DR;62ND AVE;EB STOP BAR AT CORNISH ST;23;VERY GOOD;"{""coordinates"": [[-123.15458194773277, 49.21504007297165], [-123.15440708448868, 49.21486779078369]], ""type"": ""LineString""}";49.21495393187767, -123.15449451611073
2021;SEYMOUR ST;N END OF SEYMOUR ST RAMP BR DECK;NB STOP BAR AT DAVIE ST;50;VERY GOOD;"{""coordinates"": [[-123.1261284679772, 49.275643346470495], [-123.12564474904717, 49.2759629021974]], ""type"": ""LineString""}";49.27580312433395, -123.12588660851219
2021;SW MARINE DR;MACDONALD ST;MARINE CRES;50;VERY GOOD;"{""coordinates"": [[-123.16687390340726, 49.22522985017479], [-123.16621238312463, 49.22511238657808]], ""type"": ""LineString""}";49.22517111837644, -123.16654314326595
2021;POWELL ST;;;50;NO DATA;"{""coordinates"": [[-123.06586483135659, 49.28494489023462], [-123.06651590426044, 49.28480038406613]], ""type"": ""LineString""}";49.28487263715037, -123.06619036780852
2021;OAK ST;NB STOP BAR AT PARK DR;49TH AVE;50;GOOD;"{""coordinates"": [[-123.12823996972807, 49.21982240096499], [-123.12821882421044, 49.220271922835956]], ""type"": ""LineString""}";49.220047161900474, -123.12822939696926
2021;SE MARINE DR;MAIN ST;FRASER ST;50;VERY GOOD;"{""coordinates"": [[-123.09536551072372, 49.210892534741234], [-123.0946790545191, 49.210887468400124]], ""type"": ""LineString""}";49.21089000157068, -123.09502228262143
2021;TERMINAL AVE;MAIN ST;CLARK DR;50;VERY GOOD;"{""coordinates"": [[-123.08475131124352, 49.27006316747468], [-123.08408744190783, 49.26994668708957]], ""type"": ""LineString""}";49.27000492728213, -123.08441937657568
2021;SMITHE ST;CAMBIE ST;HAMILTON ST/ MAINLAND ST;7;VERY GOOD;"{""coordinates"": [[-123.11719731747682, 49.277903627307836], [-123.11726499520724, 49.27794839514021]], ""type"": ""LineString""}";49.27792601122403, -123.11723115634203
2021;SW MARINE DR;MARINE CRES;62ND AVE;50;VERY GOOD;"{""coordinates"": [[-123.15875438109433, 49.21948948343276], [-123.15854869871902, 49.21906146385512]], ""type"": ""LineString""}";49.21927547364394, -123.15865153990667
2021;SEYMOUR ST;N END OF SEYMOUR ST RAMP BR DECK;NB STOP BAR AT DAVIE ST;4;VERY GOOD;"{""coordinates"": [[-123.12516102523989, 49.27628245498557], [-123.12512232700988, 49.276308018940746]], ""type"": ""LineString""}";49.27629523696316, -123.12514167612488
2021;SW MARINE DR;EB STOP BAR AT CAMBIE ST;ONTARIO ST;5;POOR;"{""coordinates"": [[-123.10996705267566, 49.212000244400976], [-123.10990225383041, 49.21201509882195]], ""type"": ""LineString""}";49.21200767161146, -123.10993465325302
2021;MCGILL ST;RENFREW ST;MCGILL INTERCHANGE OVERHEAD SIGN BRIDGE;50;VERY GOOD;"{""coordinates"": [[-123.04322597524072, 49.28855487961755], [-123.04253839732765, 49.28855456088168]], ""type"": ""LineString""}";49.288554720249614, -123.04288218628417
2021;SE MARINE DR;FRASER ST;W FACE OF KNIGHT ST OVERPASS BR;50;VERY POOR;"{""coordinates"": [[-123.08026556987065, 49.21093408125745], [-123.07957913475666, 49.21092784033264]], ""type"": ""LineString""}";49.21093096079503, -123.07992235231364
2021;SW MARINE DR;EB STOP BAR AT BLENHEIM ST;MACDONALD ST;50;VERY GOOD;"{""coordinates"": [[-123.17561554686361, 49.22878804302157], [-123.17502338328963, 49.22856026681299]], ""type"": ""LineString""}";49.22867415491728, -123.17531946507661
2021;KNIGHT ST BRIDGE ON-RAMP;STOP BAR 0N WB SE MARINE DR;END OF PAINTED GORE ON E-S RAMP;41;VERY POOR;"{""coordinates"": [[-123.07899040441727, 49.21070904277073], [-123.07903722710115, 49.21053126565188], [-123.07899937264848, 49.21029532264978]], ""type"": ""LineString""}";49.210503239976774, -123.07901635011477
2021;SW MARINE DR;EB STOP BAR AT OAK ST (INTERSECTION);WB STOP BAR AT 70TH AVE;50;VERY GOOD;"{""coordinates"": [[-123.1272075572371, 49.205690252665235], [-123.12662370742325, 49.2059267733776]], ""type"": ""LineString""}";49.20580851302142, -123.12691563233015
2021;OAK ST;70TH AVE;NB STOP BAR AT PARK DR;50;VERY POOR;"{""coordinates"": [[-123.12993379375791, 49.20869888611238], [-123.12991887423965, 49.20914854249282]], ""type"": ""LineString""}";49.2089237143026, -123.12992633399878
2021;OAK ST;DOUGLAS CRES/ 19TH AVE;NB STOP BAR AT 16TH AVE;50;VERY GOOD;"{""coordinates"": [[-123.12702612573241, 49.25444395067357], [-123.1270104137333, 49.25489359316635]], ""type"": ""LineString""}";49.25466877191996, -123.12701826973286
2021;SMITHE ST;SEYMOUR ST;HOWE ST;45;GOOD;"{""coordinates"": [[-123.12020570722203, 49.27982106414356], [-123.12065175741147, 49.28010157993486]], ""type"": ""LineString""}";49.27996132203921, -123.12042873231674
2021;SE MARINE DR;EB STOP BAR AT VICTORIA DR;EB STOP BAR AT ELLIOT ST;6;FAIR;"{""coordinates"": [[-123.0664444788529, 49.209638313261344], [-123.06637062250935, 49.20961440756466]], ""type"": ""LineString""}";49.209626360413, -123.06640755068112
2021;POWELL ST;;;50;VERY GOOD;"{""coordinates"": [[-123.06441857678834, 49.28501934270626], [-123.06510608412876, 49.28501579379082]], ""type"": ""LineString""}";49.28501756824854, -123.06476233045856
2021;SEYMOUR ST;NB STOP BAR AT NELSON ST;NB STOP BAR AT SMITHE ST;48;VERY GOOD;"{""coordinates"": [[-123.12080862854714, 49.27915969428122], [-123.12034500837348, 49.27946697404493]], ""type"": ""LineString""}";49.27931333416308, -123.12057681846031
2021;SE MARINE DR;FRASER ST;W FACE OF KNIGHT ST OVERPASS BR;50;VERY POOR;"{""coordinates"": [[-123.0898659805053, 49.21087428518834], [-123.08917958982151, 49.210882284152106]], ""type"": ""LineString""}";49.210878284670216, -123.08952278516341
2021;GRANVILLE ST BRIDGE OFF-RAMP;START OF PAINTED GORE ON GARNVILLE ST BR NB;N END OF SEYMOUR ST RAMP BR DECK;45;VERY GOOD;"{""coordinates"": [[-123.12760803516478, 49.27470643099494], [-123.12717615229995, 49.27499625270742]], ""type"": ""LineString""}";49.274851341851175, -123.12739209373237
2021;NANAIMO ST;XWALK NORTH OF DUNDAS ST;MCGILL ST;50;VERY GOOD;"{""coordinates"": [[-123.05624060915356, 49.284871557969005], [-123.05623631756775, 49.28532130689978]], ""type"": ""LineString""}";49.28509643243439, -123.05623846336066
2021;SW MARINE DR;EB STOP BAR AT DUNBAR ST;EB STOP BAR AT BLENHEIM ST;35;VERY GOOD;"{""coordinates"": [[-123.18571175666634, 49.2305681090856], [-123.18529446014529, 49.23041179296463]], ""type"": ""LineString""}";49.23048995102512, -123.18550310840581
2021;SE MARINE DR;EB STOP BAR AT ELLIOT ST;EB STOP BAR AT KERR ST;50;FAIR;"{""coordinates"": [[-123.05552533330187, 49.20698808281573], [-123.05484231433289, 49.207032970914256]], ""type"": ""LineString""}";49.207010526864984, -123.05518382381737
