HBLOCK,latitude,longitude,pavement_Year,pavement_Road Name,pavement_From Street,pavement_To Street,pavement_length_(m),pavement_FAIR,pavement_GOOD,pavement_NO DATA,pavement_POOR,pavement_VERY GOOD,pavement_VERY POOR,streetlight_count,avg_distance_to_streetlight_meters,curb_ramp_count,avg_distance_to_curb_ramp_meters,under_construction,construction_distance,construction_location,construction_completion,geometry_text,*pavement_length_(m),*avg_distance_to_streetlight_meters,*avg_distance_to_curb_ramp_meters,*construction_distance,*streetlight_count,*curb_ramp_count,k=7 clustering
800 W 71ST AV,49.2068734524452,-123.12724491754486,2021.0,SW MARINE DR,EB STOP BAR AT OAK ST (INTERSECTION),WB STOP BAR AT 70TH AVE,50.0,1,0,False,0,0,0,6,26.815727317005468,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490754.273 5450460.626, 490708.913 5450461.628)",0.9156532848244208,0.4246739494109802,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
100 E 11TH AV,49.26113031608317,-123.10243187297532,,,,,43.842981760507534,0,0,,0,0,0,9,28.11186639215108,1,27.59234709724211,0,22.789989470251722,,,"LINESTRING (492502.877 5456491.402, 492591.363 5456488.812)",-1.0566978441507719e-15,0.6746541477608222,-0.42586773339167694,0.0,0.03862660944206009,0.3333333333333333,0
200 E 13TH AV,49.259295178216135,-123.09941871689166,,,,,43.842981760507534,0,0,,0,0,0,13,24.54419024788969,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492687.783 5456284.846, 492692.844 5456287.55, 492844.679 5456284.026)",-1.0566978441507719e-15,-0.0134266356151972,-3.364136263006617e-15,0.0,0.055793991416309016,0.0,0
2400 MAIN ST,49.26330577889476,-123.10094288715769,2021.0,BROADWAY AVE,EB STOP BAR AT MAIN ST,EB CURB LANE STOP BAR AT KINGSWAY AVE,40.0,0,0,False,1,0,0,29,29.586993195202577,0,28.491826787418614,1,0.0,Various Locations,2027-12-02,"LINESTRING (492657.051 5456775.421, 492654.51 5456688.195)",-0.5715167205382737,0.9591548606002647,-3.364136263006617e-15,-1.8405048147853478,0.12446351931330472,0.0,2
0 W BROADWAY,49.263028493123635,-123.10586288727414,2021.0,BROADWAY AVE,CAMBIE ST,EB STOP BAR AT MAIN ST,50.0,0,0,False,1,0,0,34,21.98834846484904,0,28.491826787418614,1,0.5825800977265498,Various Locations,2027-12-02,"LINESTRING (492368.138 5456698.825, 492227.416 5456704.119)",0.9156532848244208,-0.5063597229102775,-3.364136263006617e-15,-1.793456022759206,0.1459227467811159,0.0,2
8000 KNIGHT ST,49.211673063540545,-123.07711692951524,2021.0,SE MARINE DR,W FACE OF KNIGHT ST OVERPASS BR,ARGYLE ST,26.0,0,0,False,0,1,0,7,31.197805820530515,0,28.491826787418614,1,99.40155680599996,,2025-08-16,"LINESTRING (494382.772 5450954.772, 494384.057 5451024.761)",-2.6535547280460463,1.2698246546875007,-3.364136263006617e-15,6.187100644945541,0.030042918454935622,0.0,3
2900 W 21ST AV,49.25371333527385,-123.1715027474462,,,,,43.842981760507534,0,0,,0,0,0,14,28.919143656045684,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487620.245 5455673.77, 487419.15 5455675.557)",-1.0566978441507719e-15,0.8303498862980004,-3.364136263006617e-15,0.0,0.060085836909871244,0.0,0
1100-1200 E BROADWAY,49.26239663512233,-123.07943390121856,2021.0,CLARK DR,12TH AVE,BROADWAY AVE,21.0,1,0,False,0,0,0,38,21.531406568143822,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494079.928 5456630.737, 494361.244 5456627.01)",-3.3971397307273934,-0.5944879401387341,-3.364136263006617e-15,0.0,0.1630901287553648,0.0,1
GRANVILLE BRIDGE,49.26727192974853,-123.13939866223024,2021.0,GRANVILLE ST BRIDGE,W 6TH AVE,N END OF GRANVILLE ST BR DECK (DRAKE ST),27.0,0,0,False,1,0,0,52,24.38784890506084,0,28.491826787418614,1,0.0,Granville Bridge,2026-01-01,"LINESTRING (489880.006 5457248.088, 489878.825 5457247.842, 489877.862 5457247.609, 489876.943 5457247.378, 489875.849 5457247.091, 489874.822 5457246.81, 489873.68 5457246.484, 489873.044 5457246.296, 489872.273 5457246.062, 489871.381 5457245.783, 489870.628 5457245.541, 489869.797 5457245.265, 489868.714 5457244.895, 489867.898 5457244.607, 489867.081 5457244.31, 489866.432 5457244.069, 489865.564 5457243.739, 489864.647 5457243.381, 489863.71 5457243.003, 489862.73 5457242.598, 489861.947 5457242.264, 489861.049 5457241.873, 489860.484 5457241.621, 489859.681 5457241.257, 489858.781 5457240.838, 489858.183 5457240.554, 489857.273 5457240.112, 489856.676 5457239.816, 489855.824 5457239.386, 489855.006 5457238.963, 489853.866 5457238.358, 489852.932 5457237.848, 489851.909 5457237.275, 489851.075 5457236.797, 489850.016 5457236.174, 489848.865 5457235.478, 489847.815 5457234.823, 489846.984 5457234.294, 489846.152 5457233.752, 489845.026 5457232.999, 489843.918 5457232.238, 489843.036 5457231.616, 489842.438 5457231.186, 489841.41 5457230.432, 489840.132 5457229.467, 489839.268 5457228.796, 489838.438 5457228.138, 489837.697 5457227.538, 489836.681 5457226.697, 489835.83 5457225.975, 489835.002 5457225.257, 489834.465 5457224.783, 489833.509 5457223.923, 489832.726 5457223.201, 489831.94 5457222.461, 489831.218 5457221.768, 489830.608 5457221.171, 489829.902 5457220.467, 489829.224 5457219.779, 489828.69 5457219.228, 489828.061 5457218.567, 489827.341 5457217.796, 489826.693 5457217.09, 489826.067 5457216.392, 489825.388 5457215.622, 489824.85 5457215.001, 489824.295 5457214.349, 489823.543 5457213.423, 489823.135 5457212.709, 489822.767 5457212.043, 489822.313 5457211.176, 489821.893 5457210.34, 489821.615 5457209.797, 489821.183 5457208.883, 489820.871 5457208.196, 489820.425 5457207.163, 489820.006 5457206.137, 489819.558 5457204.968, 489819.103 5457203.687, 489818.876 5457203.008, 489818.632 5457202.242, 489818.296 5457201.117, 489818.115 5457200.472, 489817.971 5457199.935, 489817.671 5457198.741, 489817.252 5457196.834, 489817.006 5457195.39, 489816.724 5457193.744, 489816.588 5457192.718, 489816.433 5457191.089, 489816.326 5457189.801, 489816.226 5457188.175, 489816.2 5457187.273, 489816.188 5457186.329, 489816.192 5457185.43, 489816.232 5457183.943, 489816.293 5457182.748, 489816.399 5457181.343, 489816.484 5457180.467, 489816.609 5457179.382, 489816.757 5457178.293, 489816.963 5457176.993, 489817.133 5457176.045, 489817.381 5457174.814, 489817.586 5457173.889, 489817.746 5457173.218, 489817.947 5457172.425, 489818.167 5457171.609, 489818.404 5457170.779, 489818.655 5457169.952, 489818.908 5457169.164, 489819.141 5457168.47, 489819.466 5457167.552, 489819.878 5457166.46, 489820.278 5457165.46, 489820.578 5457164.745, 489820.89 5457164.031, 489821.155 5457163.446, 489821.468 5457162.779, 489821.779 5457162.136, 489822.121 5457161.453, 489822.533 5457160.663, 489822.886 5457160.009, 489823.437 5457159.029, 489823.98 5457158.108, 489824.522 5457157.227, 489824.937 5457156.578, 489825.335 5457155.974, 489825.794 5457155.297, 489826.369 5457154.48, 489826.858 5457153.81, 489827.577 5457152.933, 489828.533 5457151.937, 489829.106 5457151.361, 489829.995 5457150.498, 489830.829 5457149.718, 489831.883 5457148.775, 489832.995 5457147.825, 489834.068 5457146.952, 489835.144 5457146.116, 489836.296 5457145.263, 489837.543 5457144.386, 489838.478 5457143.758, 489839.603 5457143.035, 489840.32 5457142.592, 489841.056 5457142.153, 489842.327 5457141.425, 489843.433 5457140.824, 489844.502 5457140.272, 489845.702 5457139.683, 489846.963 5457139.098, 489847.994 5457138.647, 489849.643 5457137.97, 489850.936 5457137.479, 489853.1 5457136.812, 489854.682 5457136.241, 489856.173 5457135.823, 489857.355 5457135.519, 489858.471 5457135.28, 489860.13 5457134.906, 489862.22 5457134.532, 489862.675 5457134.461, 489863.076 5457134.401, 489863.541 5457134.335, 489864.033 5457134.269, 489864.502 5457134.21, 489865.019 5457134.149, 489865.55 5457134.092, 489866.069 5457134.04, 489866.358 5457134.013, 489866.681 5457133.985, 489867.125 5457133.959, 489867.536 5457133.942, 489867.841 5457133.897, 489868.488 5457133.857, 489868.938 5457133.862, 489869.498 5457133.81, 489869.884 5457133.796, 489870.784 5457133.774, 489871.762 5457133.765, 489872.832 5457133.773, 489873.765 5457133.795, 489874.464 5457133.846, 489875.417 5457133.87, 489876.744 5457133.963, 489877.887 5457134.066, 489879.507 5457134.25, 489880.659 5457134.408, 489882.009 5457134.622, 489883.557 5457134.905, 489884.971 5457135.201, 489886.502 5457135.561, 489887.884 5457135.922, 489889.175 5457136.291, 489890.885 5457136.828, 489891.859 5457137.159, 489892.838 5457137.51, 489893.756 5457137.857, 489894.756 5457138.254, 489895.754 5457138.672, 489896.687 5457139.081, 489897.728 5457139.56, 489898.825 5457140.09, 489899.89 5457140.632, 489900.896 5457141.168, 489901.9 5457141.728, 489902.813 5457142.258, 489903.496 5457142.669, 489904.364 5457143.21, 489905.346 5457143.847, 489906.084 5457144.343, 489906.708 5457144.775, 489907.426 5457145.286, 489907.898 5457145.632, 489909.424 5457146.796, 489910.653 5457147.791, 489911.398 5457148.42, 489912.328 5457149.236, 489913.594 5457150.402, 489914.535 5457151.312, 489915.425 5457152.211, 489916.836 5457153.718, 489917.656 5457154.501, 489918.915 5457155.588, 489919.987 5457156.541, 489921.559 5457157.938, 489923.46 5457159.627, 489925.814 5457161.719, 489927.38 5457163.11, 489929.854 5457165.308)",-2.5048377275097766,-0.043579449182866756,-3.364136263006617e-15,-1.8405048147853478,0.22317596566523606,0.0,1
2700 E 27TH AV,49.24626784825427,-123.0492788346526,,,,,43.842981760507534,0,0,,0,0,0,11,23.64068186377034,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496387.237 5454834.102, 496439.614 5454833.827)",-1.0566978441507719e-15,-0.18768201407258023,-3.364136263006617e-15,0.0,0.047210300429184546,0.0,4
3900 KASLO ST,49.249037336178674,-123.04707808383463,,,,,43.842981760507534,0,0,,0,0,0,7,31.088414381331347,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496573.761 5455166.575, 496573.82 5455116.918)",-1.0566978441507719e-15,1.248726846440565,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
3500 ARBUTUS ST,49.25484584785829,-123.15298336170804,,,,,43.842981760507534,0,0,,0,0,0,22,21.44685814585719,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (488868.961 5455847.923, 488866.264 5455747.423)",-1.0566978441507719e-15,-0.6107943934959902,-3.364136263006617e-15,0.0,0.09442060085836909,0.0,4
3000 BURRARD ST,49.258337195045144,-123.14595986643184,,,,,43.842981760507534,0,0,,0,0,0,14,23.44570644677751,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489380.153 5456210.368, 489378.75 5456159.225)",-1.0566978441507719e-15,-0.22528599835778126,-3.364136263006617e-15,0.0,0.060085836909871244,0.0,4
1900 MATTHEWS AV,49.25140832085637,-123.1498060429277,,,,,43.842981760507534,0,0,,0,0,0,9,16.55174620906631,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489179.838 5455383.761, 489178.837 5455383.846, 489175.045 5455384.236, 489171.261 5455384.692, 489167.486 5455385.214, 489163.72 5455385.802, 489159.965 5455386.456, 489156.222 5455387.175, 489152.492 5455387.96, 489148.776 5455388.809, 489145.076 5455389.722, 489141.392 5455390.7, 489137.726 5455391.743, 489134.079 5455392.849, 489130.451 5455394.019, 489126.845 5455395.252, 489123.26 5455396.548, 489119.699 5455397.906, 489116.162 5455399.326, 489112.65 5455400.808, 489109.165 5455402.351, 489105.707 5455403.954, 489102.277 5455405.617, 489098.878 5455407.34, 489095.508 5455409.122, 489092.171 5455410.963, 489088.866 5455412.862, 489085.594 5455414.818, 489082.358 5455416.83, 489079.157 5455418.899, 489075.992 5455421.024, 489072.865 5455423.203, 489069.777 5455425.437, 489066.728 5455427.724, 489063.719 5455430.064, 489060.752 5455432.456, 489057.827 5455434.9, 489054.945 5455437.394, 489052.107 5455439.938, 489049.314 5455442.532, 489046.566 5455445.173, 489043.865 5455447.863, 489041.211 5455450.599, 489038.606 5455453.38, 489036.049 5455456.207, 489033.543 5455459.078, 489031.086 5455461.993, 489028.681 5455464.95, 489026.328 5455467.948, 489024.028 5455470.987, 489022.952 5455472.461)",-1.0566978441507719e-15,-1.554891424724057,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,4
3600 BALSAM ST,49.253834284401,-123.16041234977784,,,,,43.842981760507534,0,0,,0,0,0,8,21.538956871107207,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (488327.414 5455711.467, 488326.14 5455661.208)",-1.0566978441507719e-15,-0.5930317490026277,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,4
3700 YEW ST,49.25330645842938,-123.15569096809128,,,,,43.842981760507534,0,0,,0,0,0,9,27.085172497261585,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (488670.892 5455652.063, 488669.571 5455601.819)",-1.0566978441507719e-15,0.47664056387113457,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
1400 W 53RD AV,49.222605490871345,-123.1396613317387,2021.0,GRANVILLE ST,NB STOP BAR AT 59TH AVE/ PARK DR,49TH AVE,50.0,0,1,False,0,0,0,11,22.68489654069246,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489856.338 5452211.041, 489804.503 5452212.244)",0.9156532848244208,-0.37201979789877543,-3.364136263006617e-15,0.0,0.047210300429184546,0.0,4
2300 W 12TH AV,49.26109724516836,-123.15895586791332,,,,,43.842981760507534,0,0,,0,0,0,17,15.319755656723457,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (488520.668 5456491.283, 488348.257 5456495.795)",-1.0566978441507719e-15,-1.7924996016129446,-3.364136263006617e-15,0.0,0.07296137339055794,0.0,4
2800 YEW ST,49.26080055764104,-123.15541184022476,,,,,43.842981760507534,0,0,,0,0,0,8,29.928022590022582,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (488693.007 5456486.67, 488691.505 5456433.369)",-1.0566978441507719e-15,1.0249275831382794,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,0
1500 BALFOUR AV,49.25190067329852,-123.13934832726252,2021.0,GRANVILLE ST,NB STOP BAR AT KING EDWARD AVE,NB STOP BAR AT 16TH AVE,50.0,1,0,False,0,0,0,12,24.590187273772106,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489885.159 5455470.746, 489833.264 5455465.934)",0.9156532848244208,-0.00455540730792856,-3.364136263006617e-15,0.0,0.05150214592274678,0.0,0
3700 W 14TH AV,49.259847550188866,-123.18636188498468,,,,,43.842981760507534,0,0,,0,0,0,4,21.426716796384977,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (486464.915 5456358.52, 486415.235 5456359.805)",-1.0566978441507719e-15,-0.6146789600773437,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,4
3900 PENTICTON ST,49.24905310683287,-123.0522423303706,,,,,43.842981760507534,0,0,,0,0,0,6,25.34397246917894,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496198.042 5455168.608, 496197.863 5455118.885)",-1.0566978441507719e-15,0.14082356958913483,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
3900 KAMLOOPS ST,49.24949181601126,-123.05458048488488,,,,,43.842981760507534,0,0,,0,0,0,6,28.85668660375043,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496027.961 5455217.483, 496027.686 5455167.793)",-1.0566978441507719e-15,0.8183040907344648,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
4400 RUPERT ST,49.24495191674099,-123.03386827396336,,,,,43.842981760507534,0,0,,0,0,0,16,24.54190361515691,0,28.491826787418614,1,0.0001031980022753,,2025-06-16,"LINESTRING (497537.305 5454733.516, 497535.573 5454665.949, 497526.768 5454643.226)",-1.0566978441507719e-15,-0.013867647629304794,-3.364136263006617e-15,-1.8404964805814066,0.06866952789699571,0.0,2
100 DUNLEVY AV,49.283788138722024,-123.09527857175348,,,,,43.842981760507534,0,0,,0,0,0,14,23.673163850268818,0,28.491826787418614,1,84.23885422197388,For use by WISH vans only,2026-01-01,"LINESTRING (493071.764 5459033.453, 493069.764 5458983.163)",-1.0566978441507719e-15,-0.18141736733567487,-3.364136263006617e-15,4.9625705876813235,0.060085836909871244,0.0,3
1500 W 47TH AV,49.228761786470656,-123.14024932305196,2021.0,GRANVILLE ST,49TH AVE,41ST AVE,50.0,0,0,False,1,0,0,11,24.21905205523572,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489822.89 5452895.246, 489754.858 5452896.983)",0.9156532848244208,-0.07613449733259633,-3.364136263006617e-15,0.0,0.047210300429184546,0.0,0
6500-6700 ADERA ST,49.22674669660147,-123.14359076759057,,,,,43.842981760507534,0,0,,0,0,0,5,18.565770610417427,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489545.701 5452702.285, 489544.636 5452642.823)",-1.0566978441507719e-15,-1.1664560870465674,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
1100 W 52ND AV,49.223970692081465,-123.1323554490554,,,,,43.842981760507534,0,0,,0,0,0,6,26.34991192796326,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490387.942 5452361.858, 490337.4 5452363.052)",-1.0566978441507719e-15,0.33483434378525007,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
6200 HUDSON ST,49.22931046526075,-123.13499549422072,,,,,43.842981760507534,0,0,,0,0,0,6,18.403972517178577,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490172.119 5452981.662, 490170.877 5452931.168)",-1.0566978441507719e-15,-1.1976613181950306,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,4
6700-6800 SHERBROOKE ST,49.22324898566238,-123.08152018135824,,,,,43.842981760507534,0,0,,0,0,0,6,26.048670437876652,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494064.719 5452299.996, 494063.487 5452253.987)",-1.0566978441507719e-15,0.27673532579631077,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
600 E 50TH AV,49.224524174147405,-123.0917205222038,,,,,43.842981760507534,0,0,,0,0,0,13,26.23393247930842,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493301.593 5452420.15, 493341.48 5452419.058)",-1.0566978441507719e-15,0.3124659373887494,-3.364136263006617e-15,0.0,0.055793991416309016,0.0,0
2200 VINE ST,49.266072350224654,-123.15758530404386,,,,,43.842981760507534,0,0,,0,0,0,7,29.712218331315775,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (488536.556 5457093.013, 488534.117 5456999.814)",-1.0566978441507719e-15,0.9833064389024976,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
2300 W BROADWAY,49.26392323141255,-123.1588501836042,2021.0,BROADWAY AVE,EB STOP BAR AT MACDONALD ST,EB STOP BAR AT ARBUTUS ST,50.0,0,0,False,0,0,1,25,20.435677481682543,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (488528.931 5456805.441, 488356.693 5456809.936)",0.9156532848244208,-0.805816014126867,-3.364136263006617e-15,0.0,0.1072961373390558,0.0,4
2500 YEW ST,49.26361387906539,-123.15530681465816,2021.0,BROADWAY AVE,EB STOP BAR AT MACDONALD ST,EB STOP BAR AT ARBUTUS ST,50.0,0,0,False,0,0,1,19,21.552573943955963,0,28.491826787418614,1,0.595286065664084,Various Locations,2027-12-02,"LINESTRING (488701.279 5456800.857, 488699.801 5456744.666)",0.9156532848244208,-0.5904054887216513,-3.364136263006617e-15,-1.7924298970035946,0.0815450643776824,0.0,2
1700 VINE ST,49.27019117533166,-123.15743116956068,,,,,43.842981760507534,0,0,,0,0,0,5,20.401584649946916,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (488548.144 5457528.785, 488546.863 5457479.778)",-1.0566978441507719e-15,-0.812391336947547,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
700 W 37TH AV,49.2374490322923,-123.1218731047765,,,,,43.842981760507534,0,0,,0,0,0,6,23.74206924106339,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (491155.072 5453858.114, 491101.62 5453860.997)",-1.0566978441507719e-15,-0.1681279112977373,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,4
5300 CONNAUGHT DRIVE,49.23681906512252,-123.14065897792904,2021.0,GRANVILLE ST,41ST AVE,NB STOP BAR AT KING EDWARD AVE,50.0,0,1,False,0,0,0,2,15.18102168412288,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489753.771 5453806.694, 489754.771 5453804.171, 489755.815 5453801.666, 489756.903 5453799.18, 489758.034 5453796.713, 489759.208 5453794.266, 489760.424 5453791.84, 489761.683 5453789.436, 489762.983 5453787.054, 489764.325 5453784.695, 489765.707 5453782.36, 489767.13 5453780.049, 489768.43 5453778.015)",0.9156532848244208,-1.8192565651622903,-3.364136263006617e-15,0.0,0.008583690987124463,0.0,4
2800 E 3RD AV,49.26758729716461,-123.04462233198002,,,,,43.842981760507534,0,0,,0,0,0,15,21.127471401382476,0,28.491826787418614,1,56.37218987029569,E. 1st Ave and Windermere St,2026-01-01,"LINESTRING (496726.365 5457204.028, 496781.095 5457203.656)",-1.0566978441507719e-15,-0.6723930006710185,-3.364136263006617e-15,2.7120767917882094,0.06437768240343347,0.0,3
1000-1200 NOOTKA ST,49.27455908244841,-123.0414020647166,,,,,43.842981760507534,0,0,,0,0,0,19,34.94653571188817,0,28.491826787418614,1,1.078638258530974e-06,,2025-06-16,"LINESTRING (496989.43 5458069.795, 496987.427 5457887.736)",-1.0566978441507719e-15,1.992824415879247,-3.364136263006617e-15,-1.8405047276752193,0.0815450643776824,0.0,2
1700 NOOTKA ST,49.26921762668485,-123.04148678712367,2021.0,1ST AVE,RENFREW ST,EB STOP BAR AT RUPERT ST,50.0,0,0,False,0,1,0,11,29.56856292839378,0,28.491826787418614,1,0.0,,2025-06-16,"LINESTRING (496982.267 5457414.403, 496981.613 5457355.51)",0.9156532848244208,0.9556003024198582,-3.364136263006617e-15,-1.8405048147853478,0.047210300429184546,0.0,2
1000 WINDERMERE ST,49.27558608913766,-123.03633703286336,,,,,43.842981760507534,0,0,,0,0,0,5,29.019016386988323,0,28.491826787418614,1,45.93101253957355,,2025-06-16,"LINESTRING (497357.118 5458116.29, 497356.706 5458069.208)",-1.0566978441507719e-15,0.8496118664122692,-3.364136263006617e-15,1.8688540612860232,0.02145922746781116,0.0,0
1000-1200 LE ROI ST,49.27375037049026,-123.04015219974724,,,,,43.842981760507534,0,0,,0,0,0,8,33.11881387277465,0,28.491826787418614,1,91.78393343083998,,2025-06-16,"LINESTRING (497079.327 5457891.662, 497079.264 5457885.961)",-1.0566978441507719e-15,1.6403203701088453,-3.364136263006617e-15,5.571906306330144,0.034334763948497854,0.0,3
1200 CASSIAR ST,49.273917035793936,-123.03093262672832,,,,,43.842981760507534,0,0,,0,0,0,9,24.25176213183498,0,28.491826787418614,1,51.58172433433688,,2025-06-16,"LINESTRING (497750.173 5457929.918, 497749.712 5457884.131)",-1.0566978441507719e-15,-0.06982585993934246,-3.364136263006617e-15,2.3252018923722035,0.03862660944206009,0.0,3
1100 RUPERT ST,49.274753596575046,-123.03362357775904,,,,,43.842981760507534,0,0,,0,0,0,6,24.928292394253457,0,28.491826787418614,1,0.0,,2025-06-16,"LINESTRING (497554.448 5458022.875, 497554.037 5457977.343)",-1.0566978441507719e-15,0.06065332430255114,-3.364136263006617e-15,-1.8405048147853478,0.02575107296137339,0.0,2
1000 RUPERT ST,49.27558684685207,-123.03361077425706,,,,,43.842981760507534,0,0,,0,0,0,6,27.152997696811013,0,28.491826787418614,1,1.1924385511014927e-06,,2025-06-16,"LINESTRING (497555.494 5458115.987, 497554.936 5458069.496)",-1.0566978441507719e-15,0.489721688544873,-3.364136263006617e-15,-1.8405047184847814,0.02575107296137339,0.0,2
100 E 5TH AV,49.26643566424983,-123.10221531354496,2021.0,MAIN ST,KINGSWAY AVE,5TH AVE,19.0,1,0,False,0,0,0,8,22.917528606630036,1,45.302844952669375,0,22.789989470251722,,,"LINESTRING (492519.951 5457081.153, 492607.397 5457078.613)",-3.6945737317999323,-0.3271531542640438,7.95934614225336,0.0,0.034334763948497854,0.3333333333333333,5
2100 QUEBEC ST,49.265768580656115,-123.10284489607012,,,,,43.842981760507534,0,0,,0,0,0,7,22.72042721657952,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492518.465 5457030.914, 492517.075 5456980.656)",-1.0566978441507719e-15,-0.36516716489351453,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,4
0 E 4TH AV,49.26736820154875,-123.10374619123952,,,,,43.842981760507534,0,0,,0,0,0,10,20.591610045475186,1,20.49568043796832,0,22.789989470251722,,,"LINESTRING (492382.067 5457185.756, 492522.818 5457181.655)",-1.0566978441507719e-15,-0.7757420398338652,-3.7858561553961185,0.0,0.04291845493562232,0.3333333333333333,4
100 HEATLEY AV,49.2832282812716,-123.0894405937429,,,,,43.842981760507534,0,0,,0,0,0,21,24.322194349032163,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493496.014 5458970.692, 493494.513 5458920.407)",-1.0566978441507719e-15,-0.05624193213190941,-3.364136263006617e-15,0.0,0.09012875536480687,0.0,0
100 PRINCESS AV,49.28326406648054,-123.0913918296783,,,,,43.842981760507534,0,0,,0,0,0,16,21.300647987286982,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493354.122 5458974.88, 493352.6 5458924.515)",-1.0566978441507719e-15,-0.6389932535882499,-3.364136263006617e-15,0.0,0.06866952789699571,0.0,4
400 COLUMBIA ST,49.280660838573965,-123.102287614852,2021.0,HASTINGS ST,EB STOP BAR AT COLUMBIA ST,MAIN ST,27.0,0,0,False,0,0,1,45,24.784206063303948,0,28.491826787418614,1,77.01401915756286,West Side of the Street of 500-700 Block of Main St. From North Side PL 537 Main,2025-06-14,"LINESTRING (492561.28 5458686.464, 492559.827 5458636.156)",-2.5048377275097766,0.03286407677430044,-3.364136263006617e-15,4.379097579085343,0.19313304721030042,0.0,3
400 CARRALL ST,49.281199594091106,-123.10435683418773,2021.0,HASTINGS ST,EB STOP BAR AT CARRALL ST,EB STOP BAR AT COLUMBIA ST,30.0,0,0,False,0,0,1,32,25.542528427186895,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492411.011 5458751.819, 492409.27 5458691)",-2.0586867259009685,0.17911811584436235,-3.364136263006617e-15,0.0,0.13733905579399142,0.0,1
300 ABBOTT ST,49.28223155901397,-123.10709243667203,2021.0,HASTINGS ST,EB STOP BAR AT CAMBIE ST,EB STOP BAR AT CARRALL ST,31.0,0,0,False,1,0,0,29,23.741106924967877,0,28.491826787418614,1,52.98955002424037,"Cordova St. - Richards to Gore
Powell St., Carrall to Gore
Gore Ave., Powell t",2025-10-01,"LINESTRING (492218.855 5458863.148, 492203.831 5458809.676)",-1.9099697253646988,-0.1683135086406804,-3.364136263006617e-15,2.4388969848613034,0.12446351931330472,0.0,3
100 ABBOTT ST,49.28411020887358,-123.10628545625444,,,,,43.842981760507534,0,0,,0,0,0,19,23.729854089022133,0,28.491826787418614,1,0.0,"Cordova St. - Richards to Gore
Powell St., Carrall to Gore
Gore Ave., Powell t",2025-10-01,"LINESTRING (492277.479 5459070.21, 492263.175 5459020.15)",-1.0566978441507719e-15,-0.17048378975916237,-3.364136263006617e-15,-1.8405048147853478,0.0815450643776824,0.0,2
