HBLOCK,latitude,longitude,pavement_Year,pavement_Road Name,pavement_From Street,pavement_To Street,pavement_length_(m),pavement_FAIR,pavement_GOOD,pavement_NO DATA,pavement_POOR,pavement_VERY GOOD,pavement_VERY POOR,streetlight_count,avg_distance_to_streetlight_meters,curb_ramp_count,avg_distance_to_curb_ramp_meters,under_construction,construction_distance,construction_location,construction_completion,geometry_text
2800 WATSON ST,49.25997801188809,-123.10045518598204,,,,,,,,,,,,14,27.09006679229632,0,,False,,,,"LINESTRING (492691.98 5456385.653, 492691.072 5456373.983, 492689.982 5456337.919)"
2900 WATSON ST,49.259072338016225,-123.10050773466777,,,,,,,,,,,,12,26.530774922924795,0,,False,,,,"LINESTRING (492687.783 5456284.846, 492685.847 5456237.42)"
8200-8300 MATHESON CRESCENT,49.2101884910028,-123.02752528692021,,,,,,,,,,,,6,23.787397405939387,0,,False,,,,"LINESTRING (498006.548 5450844.187, 498005.816 5450842.216, 498005.049 5450840.258, 498004.249 5450838.313, 498003.414 5450836.383, 498002.546 5450834.468, 498001.645 5450832.568, 498000.711 5450830.684, 497999.744 5450828.817, 497998.744 5450826.967, 497997.713 5450825.134, 497996.649 5450823.32, 497995.555 5450821.525, 497994.428 5450819.749, 497993.272 5450817.993, 497992.188 5450816.407, 497982.344 5450802.236)"
3400-3600 SE MARINE DRIVE,49.20797088851113,-123.03008050364134,,,,,,,,,,,,11,17.330376594488463,0,,False,,,,"LINESTRING (497753.69 5450585.554, 497802.189 5450575.953, 497864.46 5450567.795)"
3000 SLOCAN ST,49.256575704665806,-123.04955192425771,,,,,,,,,,,,5,26.98376905130865,0,,False,,,,"LINESTRING (496394.311 5456005.057, 496394.29 5455954.749)"
2600 PINE ST,49.26201971271922,-123.14345067584466,,,,,,,,,,,,6,28.343690781699852,0,,False,,,,"LINESTRING (489563.497 5456619.436, 489562.114 5456568.231)"
2300 PRINCE ALBERT ST,49.26408647851346,-123.08714364690353,,,,,,,,,,,,10,30.924671904385455,0,,False,,,,"LINESTRING (493660.239 5456842.478, 493659.482 5456792.222)"
2900 W KING EDWARD AV,49.24941311339754,-123.17037229629831,,,,,,,,,,,,16,25.987216653319308,0,,False,,,,"LINESTRING (487655.34 5455150.612, 487558.149 5455232.425, 487556.57 5455233.763, 487554.871 5455235.155, 487553.147 5455236.516, 487551.401 5455237.847, 487549.631 5455239.148, 487547.839 5455240.417, 487546.196 5455241.538)"
4100-4200 ANGUS DRIVE,49.24921398829177,-123.1460910007157,,,,,,,,,,,,6,25.546208737053647,0,,False,,,,"LINESTRING (489368.756 5455205.015, 489367.145 5455136.159)"
1400 E 30TH AV,49.243638589265956,-123.07387195433506,,,,,,,,,,,,7,23.783047895289428,0,,False,,,,"LINESTRING (494598.401 5454543.823, 494648.044 5454542.431)"
4400 CROWN ST,49.24739505893871,-123.19361749965267,,,,,,,,,,,,3,22.779240324540538,0,,False,,,,"LINESTRING (485908.743 5455002.498, 485908.464 5454949.791)"
3500 W 33RD AV,49.242367608439416,-123.18490700936673,,,,,,,,,,,,11,20.732702004913847,0,,False,,,,"LINESTRING (486567.107 5454415.47, 486515.258 5454415.844)"
4600 HIGHBURY ST,49.24499947586581,-123.18812830568359,,,,,,,,,,,,5,25.186690351260104,0,,False,,,,"LINESTRING (486307.701 5454735.192, 486307.183 5454682.447)"
1800-1900 E 39TH AV,49.23449794620902,-123.06708548662567,,,,,,,,,,,,15,31.254604784998566,0,,False,,,,"LINESTRING (495048.553 5453527.258, 495183.997 5453525.748)"
5500-5600 LANARK ST,49.232912448502475,-123.07564482520735,2021.0,41ST AVE,KNIGHT ST,DUMFRIES ST,50.0,True,False,False,False,False,False,11,23.54843868437116,0,,False,,,,"LINESTRING (494493.52 5453374.408, 494492.463 5453327.254)"
6300-6400 CYPRESS ST,49.22732834274934,-123.1494948592203,,,,,,,,,,,,11,18.509610299320926,0,,False,,,,"LINESTRING (489116.082 5452764.694, 489114.758 5452711.402)"
2000 W 63RD AV,49.21406139768763,-123.15274431817996,2021.0,SW MARINE DR,62ND AVE,EB STOP BAR AT CORNISH ST,50.0,False,True,False,False,False,False,6,24.70195634561966,0,,False,,,,"LINESTRING (488906.904 5451276.033, 488906.367 5451276.001, 488905.324 5451275.921, 488904.282 5451275.822, 488903.242 5451275.706, 488902.204 5451275.571, 488901.169 5451275.419, 488900.136 5451275.248, 488899.107 5451275.059, 488898.081 5451274.853, 488897.059 5451274.628, 488896.041 5451274.386, 488895.027 5451274.126, 488894.018 5451273.848, 488893.014 5451273.553, 488892.016 5451273.24, 488891.023 5451272.91, 488890.036 5451272.562, 488889.055 5451272.198, 488888.08 5451271.816, 488887.113 5451271.417, 488886.152 5451271.002, 488885.199 5451270.57, 488884.254 5451270.121, 488883.316 5451269.656, 488882.387 5451269.175, 488881.466 5451268.677, 488880.555 5451268.162, 488879.652 5451267.633, 488845.832 5451245.462)"
5900-6000 ANGUS DRIVE,49.23166899005369,-123.14778407660825,,,,,,,,,,,,7,15.770559733592824,0,,False,,,,"LINESTRING (489243.621 5453323.755, 489238.225 5453116.948)"
0 W 49TH AV,49.22578498449235,-123.10749731241756,,,,,,,,,,,,13,21.050313044442508,0,,True,2.579508872411689e-08,"Phase 1:
- W 50th Ave. from Quebec to Ontario
- Ontario St. from 50th Ave. to",2026-05-01,"LINESTRING (492239.746 5452557.435, 492106.209 5452565.126)"
0 SUZHOU ALLEY,49.280143894565086,-123.10474709915052,,,,,,,,,,,,24,26.448865651924383,0,,False,,,,"LINESTRING (492356.66 5458611.05, 492406.528 5458597.122)"
500-600 BEACH CRESCENT,49.273275229121595,-123.12909174279079,2021.0,GRANVILLE ST BRIDGE OFF-RAMP,START OF PAINTED GORE ON GARNVILLE ST BR NB,N END OF SEYMOUR ST RAMP BR DECK,50.0,False,True,False,False,False,False,10,19.937894945757012,0,,True,87.27715969398011,Granville Bridge,2026-01-01,"LINESTRING (490663.594 5457830.226, 490663.562 5457830.258, 490662.913 5457830.891, 490662.252 5457831.513, 490661.581 5457832.123, 490660.9 5457832.722, 490660.208 5457833.309, 490659.505 5457833.883, 490658.793 5457834.445, 490658.072 5457834.995, 490657.34 5457835.532, 490656.6 5457836.056, 490655.85 5457836.567, 490655.092 5457837.065, 490654.325 5457837.549, 490653.55 5457838.02, 490652.766 5457838.478, 490651.975 5457838.921, 490651.176 5457839.351, 490650.37 5457839.766, 490649.557 5457840.168, 490648.736 5457840.556, 490647.909 5457840.929, 490647.076 5457841.287, 490646.237 5457841.631, 490645.391 5457841.961, 490644.541 5457842.275, 490643.684 5457842.575, 490642.823 5457842.859, 490641.957 5457843.129, 490641.086 5457843.383, 490640.211 5457843.623, 490639.332 5457843.846, 490638.449 5457844.055, 490637.562 5457844.248, 490636.673 5457844.426, 490635.78 5457844.588, 490634.885 5457844.734, 490633.987 5457844.865, 490633.087 5457844.98, 490632.186 5457845.079, 490631.282 5457845.163, 490630.378 5457845.23, 490629.472 5457845.282, 490628.565 5457845.319, 490627.658 5457845.339, 490626.751 5457845.343, 490625.844 5457845.332, 490624.937 5457845.305, 490624.031 5457845.262, 490623.126 5457845.203, 490622.222 5457845.129, 490621.319 5457845.038, 490620.418 5457844.932, 490619.519 5457844.811, 490618.622 5457844.673, 490617.728 5457844.52, 490616.837 5457844.352, 490615.949 5457844.167, 490615.064 5457843.968, 490614.182 5457843.753, 490613.305 5457843.522, 490612.432 5457843.276, 490611.563 5457843.016, 490610.699 5457842.74, 490609.839 5457842.449, 490608.985 5457842.143, 490608.137 5457841.822, 490607.294 5457841.486, 490606.65 5457841.225, 490606.088 5457841.009, 490605.506 5457840.797, 490604.932 5457840.599, 490604.348 5457840.409, 490603.768 5457840.231, 490603.172 5457840.06, 490602.59 5457839.903, 490602.002 5457839.757, 490601.399 5457839.617, 490600.804 5457839.49, 490600.207 5457839.374, 490599.603 5457839.267, 490599.006 5457839.172, 490598.397 5457839.086, 490597.786 5457839.011, 490597.184 5457838.947, 490596.578 5457838.894, 490595.967 5457838.85, 490595.354 5457838.818, 490594.748 5457838.797, 490594.135 5457838.786, 490593.518 5457838.785, 490592.916 5457838.795, 490592.309 5457838.816, 490591.692 5457838.848, 490591.083 5457838.89, 490590.484 5457838.942, 490589.869 5457839.007, 490589.262 5457839.081, 490588.659 5457839.165, 490588.056 5457839.26, 490587.453 5457839.366, 490586.855 5457839.482, 490586.257 5457839.609, 490585.664 5457839.745, 490585.076 5457839.892, 490584.479 5457840.052, 490583.892 5457840.219, 490583.312 5457840.397, 490582.727 5457840.586, 490582.154 5457840.783, 490581.578 5457840.992, 490581.001 5457841.213, 490580.443 5457841.438, 490579.883 5457841.675, 490579.32 5457841.926, 490578.767 5457842.183, 490578.214 5457842.453, 490577.677 5457842.726, 490577.132 5457843.015, 490576.598 5457843.31, 490576.072 5457843.614, 490575.549 5457843.928, 490575.03 5457844.252, 490574.519 5457844.583, 490574.016 5457844.922, 490573.509 5457845.277, 490573.014 5457845.636, 490572.53 5457846, 490572.045 5457846.379, 490571.574 5457846.759, 490571.103 5457847.155, 490570.639 5457847.557, 490570.189 5457847.961, 490569.746 5457848.374, 490569.283 5457848.82, 490569.156 5457848.946, 490557.021 5457860.945)"
1700 NAPIER ST,49.27484524019956,-123.06920926335309,,,,,,,,,,,,17,24.720176372795876,0,,False,,,,"LINESTRING (494942.187 5458012.222, 494989.357 5458011.893)"
5100 MCHARDY ST,49.23880786881251,-123.0352822955232,,,,,,,,,,,,7,28.310206329632184,0,,True,55.4811009653722,,2025-06-16,"LINESTRING (497445.752 5454026.422, 497417.696 5453981.717)"
3300 PRICE ST,49.2435415580012,-123.03289122555228,,,,,,,,,,,,16,23.448229716502688,0,,True,0.0,,2025-06-16,"LINESTRING (497496.023 5454599.012, 497715.988 5454461.46)"
3500 E 29TH AV,49.244516893004004,-123.02605488067444,,,,,,,,,,,,11,24.84457697910409,0,,True,0.00010319520390886224,,2025-06-16,"LINESTRING (498088.584 5454638.559, 498118.669 5454638.379)"
2000 CASSIAR ST,49.26640408539048,-123.03101003118206,,,,,,,,,,,,4,24.35163636820531,0,,False,,,,"LINESTRING (497743.93 5457097.23, 497744.009 5457046.387)"
700 RICHARDS ST,49.28065963135555,-123.11701231531755,2021.0,GEORGIA ST,RICHARDS ST,HOMER ST,9.0,True,False,False,False,False,False,41,21.109791840396444,0,,True,7.252598759418418e-05,W. Georgia Street Renewal - Cambie to Richards,2025-07-01,"LINESTRING (491551.803 5458725.463, 491427.428 5458599.996)"
1000 HOWE ST,49.27970712077322,-123.124296259745,2021.0,HOWE ST,NELSON ST,DAVIE ST,50.0,False,False,False,False,True,False,19,21.208757375473645,0,,False,,,,"LINESTRING (490980.916 5458579.095, 490938.436 5458536.272)"
1000 W GEORGIA ST,49.28507199207538,-123.12211673932889,2021.0,GEORGIA ST,SB STOP BAR AT BURRARD ST,SB STOP BAR AT HORNBY ST,29.0,False,False,False,False,True,False,36,20.83695466634409,0,,False,,,,"LINESTRING (491192.251 5459081.185, 491046.072 5459226.499)"
1000 DUNSMUIR ST,49.285912672616824,-123.12038215823702,2021.0,GEORGIA ST,SB STOP BAR AT THURLOW ST,SB STOP BAR AT BURRARD ST,50.0,False,False,False,False,True,False,18,19.963249587642093,0,,False,,,,"LINESTRING (491317.188 5459207.11, 491304.368 5459219.863, 491304.073 5459220.153, 491302.522 5459221.649, 491300.945 5459223.118, 491299.342 5459224.559, 491297.715 5459225.972, 491296.063 5459227.356, 491294.388 5459228.712, 491292.689 5459230.037, 491290.967 5459231.333, 491289.222 5459232.599, 491287.456 5459233.834, 491285.669 5459235.038, 491283.861 5459236.211, 491282.032 5459237.351, 491280.184 5459238.46, 491278.317 5459239.537, 491276.432 5459240.58, 491274.528 5459241.591, 491272.608 5459242.568, 491270.67 5459243.512, 491268.716 5459244.421, 491266.747 5459245.297, 491264.763 5459246.137, 491262.764 5459246.943, 491260.752 5459247.715, 491258.726 5459248.45, 491256.688 5459249.151, 491254.638 5459249.815, 491252.577 5459250.444, 491250.505 5459251.037, 491248.423 5459251.593, 491246.331 5459252.114, 491244.231 5459252.597, 491200.295 5459262.386, 491169.472 5459266.88)"
1000 BUTE ST,49.28336635866934,-123.13096691991475,,,,,,,,,,,,11,26.60767360491217,0,,False,,,,"LINESTRING (490494.568 5458984.817, 490455.852 5458945.788)"
500 HORNBY ST,49.28576958548729,-123.11704910534796,2021.0,HOWE ST,PENDER ST,GEORGIA ST,50.0,False,False,False,False,False,True,17,24.307528883345192,0,,False,,,,"LINESTRING (491505.302 5459248.424, 491470.338 5459213.197)"
800 NICOLA ST,49.28850051839975,-123.13137215591873,,,,,,,,,,,,16,26.89434991751225,0,,False,,,,"LINESTRING (490466.101 5459555.652, 490427.36 5459516.592)"
1500 ROBSON ST,49.28905933134439,-123.13169760186985,,,,,,,,,,,,25,19.033273872899038,0,,False,,,,"LINESTRING (490466.101 5459555.652, 490380.245 5459640.922)"
2600 W 39TH AV,49.23658569224547,-123.16537812572864,,,,,,,,,,,,4,20.13310594598423,0,,False,,,,"LINESTRING (487992.516 5453768.735, 487940.377 5453769.998, 487929.968 5453771.425)"
2600 W 43RD AV,49.23286929795064,-123.16538731931094,,,,,,,,,,,,4,21.178965537622428,0,,False,,,,"LINESTRING (487987.153 5453355.677, 487932.151 5453357.207)"
5300-5400 ELM ST,49.2382045325322,-123.16403020082797,,,,,,,,,,,,4,15.088940529503297,0,,False,,,,"LINESTRING (488060.379 5453974.485, 488059.096 5453924.202)"
5300-5400 LARCH ST,49.23818254880861,-123.16262041292859,,,,,,,,,,,,5,21.444227540638312,0,,False,,,,"LINESTRING (488163.011 5453971.8, 488161.699 5453921.556)"
5300 TRAFALGAR ST,49.23826149848132,-123.16574824102514,,,,,,,,,,,,5,28.965380329418156,0,,False,,,,"LINESTRING (487935.372 5453982.467, 487934.008 5453929.431)"
4700-4800 NARVAEZ DRIVE,49.24385518344182,-123.16218739949221,,,,,,,,,,,,10,22.842586707331996,0,,False,,,,"LINESTRING (488147.695 5454629.809, 488242.761 5454524.664)"
5000 LARCH ST,49.24106735662495,-123.1625143933843,,,,,,,,,,,,5,22.79913492376976,0,,False,,,,"LINESTRING (488171.427 5454293.712, 488170.096 5454241.018)"
2100 W 42ND AV,49.233610448085436,-123.15594816710816,2021.0,41ST AVE,MACDONALD ST,WEST BLVD,28.0,False,False,False,False,True,False,12,23.278297062021167,0,,False,,,,"LINESTRING (488672.579 5453436.708, 488621.422 5453438.044)"
2100 W 37TH AV,49.238324718615814,-123.15724621228385,,,,,,,,,,,,12,29.750329338436345,0,,False,,,,"LINESTRING (488636.381 5453959.496, 488470.804 5453963.817)"
4900 YEW ST,49.241463886255275,-123.15746328613957,,,,,,,,,,,,4,26.766192941146244,0,,False,,,,"LINESTRING (488539.193 5454337.025, 488537.842 5454284.314)"
2100 W 33RD AV,49.242134808713345,-123.15650152175891,,,,,,,,,,,,8,20.948323086723676,0,,False,,,,"LINESTRING (488676.81 5454383.134, 488540.544 5454387.088)"
5300 BLENHEIM ST,49.23834239552515,-123.17869521822956,,,,,,,,,,,,7,25.397991825721338,0,,False,,,,"LINESTRING (486992.429 5453990.31, 486992.096 5453943.866)"
5400 BLENHEIM ST,49.23708906209217,-123.17870567032494,,,,,,,,,,,,7,24.422302537291767,0,,False,,,,"LINESTRING (486991.348 5453850.967, 486990.997 5453804.547)"
5100 BLENHEIM ST,49.23973932174967,-123.17868351839299,,,,,,,,,,,,8,27.6575852211013,0,,False,,,,"LINESTRING (486993.689 5454148.839, 486993.273 5454095.925)"
5400 DUNBAR ST,49.23667229651868,-123.1853071629627,,,,,,,,,,,,17,17.501366770131447,0,,False,,,,"LINESTRING (486510.594 5453808.629, 486510.417 5453756.534)"
3300-3400 MAYFAIR AV,49.23688750830071,-123.180357495758,,,,,,,,,,,,15,26.59781679101909,0,,False,,,,"LINESTRING (486990.997 5453804.547, 486750.753 5453806.727)"
3200 W 43RD AV,49.232839701264844,-123.1782290766914,,,,,,,,,,,,6,21.210309093556063,0,,False,,,,"LINESTRING (487061.003 5453354.439, 486988.503 5453356.111)"
200 W 59TH AV,49.21688891947406,-123.11208700291887,,,,,,,,,,,,13,21.790621985479966,0,,False,,,,"LINESTRING (491874.558 5451571.984, 491800.104 5451573.604)"
7700 MANITOBA ST,49.21446225778996,-123.10989304310175,,,,,,,,,,,,4,22.541844872845317,0,,False,,,,"LINESTRING (491997.299 5451326.92, 491996.127 5451278.658)"
7200 MAIN ST,49.21887721048566,-123.1018783914026,,,,,,,,,,,,27,26.517579291595023,0,,False,,,,"LINESTRING (492582.321 5451839.408, 492579.808 5451746.152)"
200-300 E 57TH AV,49.21845121947938,-123.10156315400027,,,,,,,,,,,,16,23.475481091143028,0,,False,,,,"LINESTRING (492579.808 5451746.152, 492628.106 5451744.632)"
100 E 53RD AV,49.22198458881791,-123.10284505068337,,,,,,,,,,,,13,32.054481087379,0,,False,,,,"LINESTRING (492478.924 5452139.439, 492543.357 5452137.203)"
5700 BALACLAVA ST,49.23450522462443,-123.1757330108569,2021.0,41ST AVE,BLENHEIM ST,MACDONALD ST,50.0,False,False,False,False,True,False,10,25.184044744271848,0,,False,,,,"LINESTRING (487207.146 5453567.089, 487206.652 5453512.922)"
2800 W 44TH AV,49.23189286751311,-123.16920692559628,,,,,,,,,,,,14,32.191573314291915,0,,False,,,,"LINESTRING (487762.142 5453248.041, 487600.535 5453248.975)"
5000 MACKENZIE ST,49.24112786562264,-123.17024508634935,,,,,,,,,,,,7,22.864372059528954,0,,False,,,,"LINESTRING (487608.28 5454301.72, 487607.857 5454248.939)"
4800 MACDONALD ST,49.24254201048229,-123.16788601658202,,,,,,,,,,,,4,24.68187237865042,0,,False,,,,"LINESTRING (487780.362 5454458.542, 487779.988 5454415.785, 487779.9 5454405.77)"
2000 NANTON AV,49.24759637837694,-123.15084902140421,,,,,,,,,,,,7,21.451428848475217,0,,False,,,,"LINESTRING (489091.757 5454989.6, 488950.879 5454993.275)"
4100-4200 MARGUERITE ST,49.24919160488109,-123.1446567159499,,,,,,,,,,,,13,23.611160380863506,0,,False,,,,"LINESTRING (489473.222 5455202.307, 489471.435 5455133.489)"
4500 PINE CRESCENT,49.24532886440976,-123.14700346148713,,,,,,,,,,,,4,27.28736545526885,0,,False,,,,"LINESTRING (489301.377 5454764.38, 489300.033 5454713.233)"
4400 MAPLE ST,49.24606199752696,-123.1518668894023,,,,,,,,,,,,4,29.00964675157246,0,,False,,,,"LINESTRING (488946.943 5454844.445, 488946.062 5454812.161, 488946.061 5454812.135, 488946.056 5454811.832, 488946.057 5454811.529, 488946.062 5454811.226, 488946.073 5454810.923, 488946.089 5454810.621, 488946.111 5454810.318, 488946.138 5454810.016, 488946.17 5454809.715, 488946.207 5454809.414, 488946.249 5454809.114, 488946.298 5454808.815, 488946.351 5454808.516, 488946.409 5454808.219, 488946.472 5454807.922, 488946.541 5454807.627, 488946.615 5454807.333, 488946.693 5454807.041, 488946.777 5454806.749, 488946.866 5454806.459, 488946.96 5454806.171, 488947.059 5454805.885, 488947.163 5454805.6, 488947.272 5454805.317, 488947.386 5454805.036, 488947.505 5454804.757, 488947.628 5454804.481, 488947.756 5454804.206, 488947.89 5454803.934, 488948.028 5454803.664, 488948.17 5454803.396, 488948.317 5454803.132, 488948.469 5454802.869, 488948.626 5454802.61, 488948.786 5454802.353, 488948.952 5454802.099, 488949.122 5454801.848, 488949.296 5454801.599, 488949.316 5454801.571, 488949.474 5454801.354, 488949.657 5454801.113, 488949.844 5454800.874, 488950.035 5454800.639, 488950.23 5454800.407, 488950.429 5454800.178, 488950.632 5454799.953, 488950.835 5454799.736)"
400 GLEN DRIVE,49.28075050788413,-123.081285924582,2021.0,HASTINGS ST,MAIN ST,CLARK DR,50.0,False,True,False,False,False,False,13,24.866722164511447,0,,False,,,,"LINESTRING (494088.342 5458696.844, 494087.72 5458642.004)"
700 GLEN DRIVE,49.27756527747058,-123.08135756463702,,,,,,,,,,,,7,27.07029085019351,0,,False,,,,"LINESTRING (494082.822 5458340.65, 494082.057 5458290.001)"
1600 E HASTINGS ST,49.28124876288156,-123.07151137652784,2021.0,HASTINGS ST,CLARK DR,COMMERCIAL DR,50.0,True,False,False,False,False,False,24,23.058724156308642,0,,False,,,,"LINESTRING (494717.415 5458725.735, 494880.568 5458722.46)"
1200 E HASTINGS ST,49.281288056509574,-123.07813442125295,2021.0,CLARK DR,VENABLES ST,HASTINGS ST,28.0,False,False,False,False,False,True,26,22.6853739212777,0,,False,,,,"LINESTRING (494242.81 5458710.163, 494255.095 5458716.866, 494258.735 5458718.38, 494262.4 5458719.831, 494266.09 5458721.217, 494269.804 5458722.539, 494273.54 5458723.796, 494277.298 5458724.988, 494281.076 5458726.113, 494284.873 5458727.173, 494288.688 5458728.166, 494292.519 5458729.092, 494296.367 5458729.952, 494298.417 5458730.381, 494318.094 5458734.25, 494393.055 5458732.596)"
4300 MILLER ST,49.246040553605745,-123.06902448056293,2021.0,KINGSWAY AVE,EB STOP BAR AT KING EDWARD AVE,EB STOP BAR AT VICTORIA DR,50.0,False,True,False,False,False,False,10,28.781766782685263,0,,False,,,,"LINESTRING (494977.424 5454859.639, 494975.156 5454760.001)"
0 E 18TH AV,49.25467145418206,-123.10488581253921,,,,,,,,,,,,7,23.319393820162016,0,,False,,,,"LINESTRING (492355.855 5455772.756, 492379.299 5455771.881)"
3400-3500 BLENHEIM ST,49.25541936350369,-123.17853381113795,,,,,,,,,,,,14,21.288133654521783,0,,False,,,,"LINESTRING (487009.232 5455951.224, 487007.754 5455779.788)"
4300 QUESNEL DRIVE,49.24798486671854,-123.17023754667171,,,,,,,,,,,,5,26.1334311654232,0,,False,,,,"LINESTRING (487606.998 5455040.432, 487613.668 5455034.809)"
4400-4500 PUGET DRIVE,49.245795716538495,-123.16518781425742,,,,,,,,,,,,11,22.82834978894788,0,,False,,,,"LINESTRING (487932.1 5454820.526, 488022.529 5454766.35)"
8500 VICTORIA DRIVE,49.20700346631856,-123.06615658781858,,,,,,,,,,,,11,25.06533674120759,0,,False,,,,"LINESTRING (495181.475 5450491.864, 495180.975 5450447.926)"
1800 W 19TH AV,49.254572144529845,-123.14654015641852,,,,,,,,,,,,4,15.632648226098793,0,,False,,,,"LINESTRING (489373.652 5455770.564, 489299.181 5455762.07)"
1700 CEDAR CRESCENT,49.25620491334645,-123.1445629823537,,,,,,,,,,,,7,18.986476908633048,0,,False,,,,"LINESTRING (489545.975 5455945.834, 489415.306 5455949.277)"
700 W 52ND AV,49.22325549356937,-123.12334866714076,,,,,,,,,,,,6,18.227065481740496,0,,False,,,,"LINESTRING (491043.188 5452281.228, 490993.534 5452282.449)"
1000-1100 W 46TH AV,49.22931625775343,-123.1286294657947,2021.0,OAK ST,49TH AVE,NB STOP BAR AT 41ST AVE,50.0,False,False,False,True,False,False,16,23.740646961918685,0,,False,,,,"LINESTRING (490663.918 5452954.663, 490606.052 5452957.84)"
1700 E 15TH AV,49.25683619965148,-123.06853536751628,,,,,,,,,,,,15,29.011945895348394,0,,False,,,,"LINESTRING (494963.263 5456010.559, 495062.689 5456009.323)"
1400 E 15TH AV,49.25652436007161,-123.07392558080224,2021.0,KNIGHT ST,NB CURB LANE STOP BAR AT KINGSWAY AVE,CLARKE DR (E 14AVE),50.0,False,True,False,False,False,False,6,23.624952931122777,0,,False,,,,"LINESTRING (494595.34 5455977.209, 494646.099 5455974.077)"
2300 W 4TH AV,49.26822462993516,-123.15869018249325,,,,,,,,,,,,33,21.009079830755553,0,,False,,,,"LINESTRING (488541.653 5457283.588, 488369.26 5457288.116)"
1500 W 37TH AV,49.238079844279476,-123.14128215193296,2021.0,GRANVILLE ST,41ST AVE,NB STOP BAR AT KING EDWARD AVE,50.0,False,False,False,True,False,False,8,17.63646194902488,0,,False,,,,"LINESTRING (489771.889 5453930.372, 489659.334 5453933.909)"
3600 E KENT AV SOUTH,49.204512854464795,-123.02730948771655,,,,,,,,,,,,6,30.342109813889852,0,,False,,,,"LINESTRING (497923.164 5450210.136, 498098.249 5450172.402)"
3400 SOPHIA ST,49.254079429908515,-123.09851897251943,,,,,,,,,,,,5,30.550833588061273,0,,False,,,,"LINESTRING (492831.457 5455731.032, 492830.141 5455680.728)"
1500 E PENDER ST,49.28032108493465,-123.07337567952095,2021.0,HASTINGS ST,CLARK DR,COMMERCIAL DR,50.0,True,False,False,False,False,False,7,21.069438245798015,0,,False,,,,"LINESTRING (494610.6 5458621.97, 494716.002 5458620.223)"
500 CLARK DRIVE,49.28014686108878,-123.07713026305737,2021.0,CLARK DR,VENABLES ST,HASTINGS ST,50.0,False,False,False,False,True,False,11,26.70019486760409,0,,False,,,,"LINESTRING (494390.6 5458626.993, 494389.812 5458577.006)"
600 CLARK DRIVE,49.27924544350107,-123.07715291801762,2021.0,CLARK DR,VENABLES ST,HASTINGS ST,50.0,True,False,False,False,False,False,14,21.82430447298974,0,,False,,,,"LINESTRING (494388.814 5458526.896, 494388.098 5458476.684)"
3800 CLARK DRIVE,49.25067424413949,-123.07801334149963,2021.0,KINGSWAY AVE,EB STOP BAR AT FRASER ST,EB STOP BAR AT KNIGHT ST,50.0,False,True,False,False,False,False,15,31.520654389026404,0,,False,,,,"LINESTRING (494323.002 5455341.647, 494322.194 5455309.52)"
3900 NANAIMO ST,49.24901470769953,-123.05663924414074,,,,,,,,,,,,23,25.801291754579346,0,,False,,,,"LINESTRING (495877.984 5455163.107, 495877.925 5455116.309)"
3400 E 23RD AV,49.24966029853354,-123.02980116394825,,,,,,,,,,,,19,35.80110949991951,0,,False,,,,"LINESTRING (497738.992 5455208.897, 497923.374 5455211.829)"
2900 E 25TH AV,49.2478967235316,-123.04285672050548,,,,,,,,,,,,12,31.777402631725227,0,,False,,,,"LINESTRING (496842.723 5455015.093, 496919.152 5455014.431)"
700 W 26TH AV,49.24804951573573,-123.12138825454916,,,,,,,,,,,,6,19.691747951790003,0,,False,,,,"LINESTRING (491236.569 5455036.077, 491094.494 5455039.831)"
1600 W 29TH AV,49.24548653763676,-123.14240493715707,,,,,,,,,,,,2,8.335734074599156,0,,False,,,,"LINESTRING (489692.108 5454754.24, 489578.753 5454757.15)"
600 W 28TH AV,49.2461750342042,-123.11950841248569,,,,,,,,,,,,8,18.604966991817278,0,,False,,,,"LINESTRING (491372.418 5454827.373, 491231.611 5454831.327)"
200-300 E 63RD AV,49.21360220196691,-123.10076506100769,,,,,,,,,,,,11,33.52768933194359,0,,False,,,,"LINESTRING (492617.454 5451210.412, 492705.262 5451202.092)"
6900 MAIN ST,49.22150799111471,-123.10177590625874,,,,,,,,,,,,22,27.63428279236257,0,,False,,,,"LINESTRING (492590.573 5452135.409, 492587.269 5452035.056)"
3200 W 27TH AV,49.24803549103534,-123.17683382272969,,,,,,,,,,,,8,23.796121115202588,0,,False,,,,"LINESTRING (487212.599 5455043.674, 487047.957 5455045.027)"
900 E 37TH AV,49.23648412034308,-123.08498010078986,,,,,,,,,,,,7,30.244570635641885,0,,False,,,,"LINESTRING (493793.554 5453748.987, 493834.089 5453748.242)"
8600 FRENCH ST,49.207291410058986,-123.1392383394369,2021.0,GRANVILLE ST,SW MARINE DR (MILTON ST),NB STOP BAR AT 70TH AVE,50.0,True,False,False,False,False,False,10,35.302341523334306,0,,False,,,,"LINESTRING (489858.795 5450535.461, 489857.382 5450482.797)"
8400 PORTSIDE DRIVE,49.207294624717484,-123.06140193581805,2021.0,SE MARINE DR,EB STOP BAR AT VICTORIA DR,EB STOP BAR AT ELLIOT ST,50.0,False,False,False,True,False,False,4,17.939808553989607,0,,False,,,,"LINESTRING (495527.86 5450528.882, 495527.29 5450475.06)"
